step,host,alg,-t,t,-mr,mr,-ma,ma,-mp,mp,-p,-k,k,-i,i,-d,d,-rq,rq,-rqsize,rqsize,-nwork,nwork,-nrq,nrq,-seqwidth,seqwidth,-trial,trial,-pinning,pinning,-data,total insert succ,total erase succ,throughput,incl. queries,elapsed milliseconds,tree,footprint after prefilling,footprint at the end,footprint peak in prefill,footprint peak overall,MILLIS_TO_RUN,INS,DEL,MAXKEY,WORK_THREADS,RECLAIM_TYPE,ALLOC_TYPE,POOL_TYPE,WIDTH_SEQ,THREAD_BINDING,PREFILL,PAPI_L1_DCM,PAPI_L2_TCM,PAPI_L3_TCM,PAPI_TOT_CYC,PAPI_RES_STL,PAPI_TOT_INS,allocated~5,deallocated~2,recycled~2,pool~2,reclaim~2,total fast htm commit~2,total fast htm abort~2,total fallback commit~2,total fallback abort~2,seconds global lock is held~2,obj1type,obj1size,obj1allocated,obj2type,obj2size,obj2allocated,filename,cmd,machine
step1436,zyra,dsbench_hytm2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,17,-nrq,1,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,,,,,,,,,,,10000,5,5,10000,17,debra,new,none,,8,1,,,,,,,,,,,,5290614 ,627974 ,27415 ,1366 ,0 ,,,,,,,"step1436.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 17 -nrq 1 >> output.zyra.dsbench/step1436.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1437,zyra,dsbench_hytm2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,17,-nrq,1,-seqwidth,48,-trial,2,-pinning,ZYRA_CLUSTER,data,,,,,,,,,,,10000,5,5,10000,17,debra,new,none,,8,1,,,,,,,,,,,,5626932 ,681895 ,29817 ,1517 ,0 ,,,,,,,"step1437.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 17 -nrq 1 >> output.zyra.dsbench/step1437.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.17.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1438,zyra,dsbench_hytm2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,36,-nrq,0,-seqwidth,48,-trial,0,-pinning,ZYRA_CLUSTER,data,37569341,37566055,7513539,75047120,10000,,,,,,10000,51010.26,5,10000,36,debra,new,none,,8,1,,7.03509,0.0383915,1274.14,,1010.26,,,,,,750077493 ,15108518 ,393710 ,7490 ,0 ,,,,,,,"step1438.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 36 -nrq 0 >> output.zyra.dsbench/step1438.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1439,zyra,dsbench_hytm2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,36,-nrq,0,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,36383770,36380537,7276430,72672072,10000,,,,,,10000,51094.88,5,10000,36,debra,new,none,,8,1,,7.02764,0.0371202,1308.74,,1094.88,,,,,,726335977 ,16878637 ,384741 ,7518 ,0 ,,,,,,,"step1439.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 36 -nrq 0 >> output.zyra.dsbench/step1439.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step143,zyra,dsbench_hytm2_3path,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,126,-nrq,0,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,138265914,138273510,27653942,69048947,10000,,,,,,10000,202177.99,20,100000,126,debra,new,none,,8,1,,30.1205,4.35779,4762.41,,2177.99,,,,,,3117709 ,701045215 ,1837799 ,116049 ,0 ,,,,,,,"step143.zyra.dsbench_hytm2_3path.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.126.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2_3path -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 126 -nrq 0 >> output.zyra.dsbench/step143.zyra.dsbench_hytm2_3path.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.126.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1440,zyra,dsbench_hytm2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,36,-nrq,0,-seqwidth,48,-trial,2,-pinning,ZYRA_CLUSTER,data,37830989,37823761,7565475,75560731,10000,,,,,,10000,5988.92,5,10000,36,debra,new,none,,8,1,,7.11703,0.0445988,1260.73,,988.92,,,,,,755200564 ,14986816 ,406745 ,7492 ,0 ,,,,,,,"step1440.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 36 -nrq 0 >> output.zyra.dsbench/step1440.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.36.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1043,zyra,dsbench_hytm2_3path,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,72,-nrq,0,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,120036862,120027023,24006388,59950048,10000,,,,,,10000,201553.38,20,10000,72,debra,new,none,,8,1,,12.3267,2.50124,3141.03,,1553.38,,,,,,52705171 ,570508359 ,1457483 ,117914 ,0 ,,,,,,,"step1043.zyra.dsbench_hytm2_3path.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.72.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2_3path -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 72 -nrq 0 >> output.zyra.dsbench/step1043.zyra.dsbench_hytm2_3path.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.72.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1441,zyra,dsbench_hytm2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,35,-nrq,1,-seqwidth,48,-trial,0,-pinning,ZYRA_CLUSTER,data,,,,,,,,,,,10000,5,5,10000,35,debra,new,none,,8,1,,,,,,,,,,,,7763064 ,1313535 ,42804 ,5822 ,0 ,,,,,,,"step1441.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 35 -nrq 1 >> output.zyra.dsbench/step1441.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1442,zyra,dsbench_hytm2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,35,-nrq,1,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,,,,,,,,,,,10000,5,5,10000,35,debra,new,none,,8,1,,,,,,,,,,,,8472347 ,1345670 ,46884 ,5674 ,0 ,,,,,,,"step1442.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 35 -nrq 1 >> output.zyra.dsbench/step1442.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1443,zyra,dsbench_hytm2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,35,-nrq,1,-seqwidth,48,-trial,2,-pinning,ZYRA_CLUSTER,data,,,,,,,,,,,10000,5,5,10000,35,debra,new,none,,8,1,,,,,,,,,,,,7686257 ,1322447 ,42497 ,4907 ,0 ,,,,,,,"step1443.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 35 -nrq 1 >> output.zyra.dsbench/step1443.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.35.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1444,zyra,dsbench_hytm2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,54,-nrq,0,-seqwidth,48,-trial,0,-pinning,ZYRA_CLUSTER,data,47504249,47485833,9499008,94873214,10000,,,,,,10000,51126.58,5,10000,54,debra,new,none,,8,1,,7.95194,0.762562,1499.26,,1126.58,,,,,,948147788 ,104105637 ,562416 ,18888 ,0 ,,,,,,,"step1444.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 54 -nrq 0 >> output.zyra.dsbench/step1444.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1445,zyra,dsbench_hytm2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,54,-nrq,0,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,48476997,48474661,9695165,96842399,10000,,,,,,10000,51082.03,5,10000,54,debra,new,none,,8,1,,8.05272,0.777534,1472.76,,1082.03,,,,,,967842394 ,105388993 ,563969 ,18347 ,0 ,,,,,,,"step1445.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 54 -nrq 0 >> output.zyra.dsbench/step1445.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1446,zyra,dsbench_hytm2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,54,-nrq,0,-seqwidth,48,-trial,2,-pinning,ZYRA_CLUSTER,data,47928532,47915095,9584362,95728732,10000,,,,,,10000,51134.62,5,10000,54,debra,new,none,,8,1,,8.02727,0.766801,1485.74,,1134.62,,,,,,956704937 ,107057970 ,565488 ,19507 ,0 ,,,,,,,"step1446.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 54 -nrq 0 >> output.zyra.dsbench/step1446.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.54.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1447,zyra,dsbench_hytm2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,53,-nrq,1,-seqwidth,48,-trial,0,-pinning,ZYRA_CLUSTER,data,,,,,,,,,,,10000,5,5,10000,53,debra,new,none,,8,1,,,,,,,,,,,,7041076 ,5091469 ,49720 ,6567 ,0 ,,,,,,,"step1447.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.53.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 53 -nrq 1 >> output.zyra.dsbench/step1447.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.53.-nrq.1.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1448,zyra,dsbench_hytm2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,53,-nrq,1,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,,,,,,,,,,,10000,5,5,10000,53,debra,new,none,,8,1,,,,,,,,,,,,6938432 ,6126741 ,45488 ,5783 ,0 ,,,,,,,"step1448.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.53.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 53 -nrq 1 >> output.zyra.dsbench/step1448.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.53.-nrq.1.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1449,zyra,dsbench_hytm2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,53,-nrq,1,-seqwidth,48,-trial,2,-pinning,ZYRA_CLUSTER,data,,,,,,,,,,,10000,5,5,10000,53,debra,new,none,,8,1,,,,,,,,,,,,6841549 ,5100812 ,46898 ,6129 ,0 ,,,,,,,"step1449.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.53.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 53 -nrq 1 >> output.zyra.dsbench/step1449.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.53.-nrq.1.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step144,zyra,dsbench_hytm2_3path,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,100000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,126,-nrq,0,-seqwidth,48,-trial,2,-pinning,ZYRA_CLUSTER,data,138276362,138284277,27656063,69054760,10000,,,,,,10000,202149.91,20,100000,126,debra,new,none,,8,1,,29.606,4.38236,4762.18,,2149.91,,,,,,3505478 ,700634726 ,1809575 ,108847 ,0 ,,,,,,,"step144.zyra.dsbench_hytm2_3path.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.126.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2_3path -t 10000 -mr debra -ma new -mp none -p -k 100000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 126 -nrq 0 >> output.zyra.dsbench/step144.zyra.dsbench_hytm2_3path.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.100000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.126.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1044,zyra,dsbench_hytm2_3path,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,20,-d,20,-rq,0,-rqsize,256,-nwork,72,-nrq,0,-seqwidth,48,-trial,2,-pinning,ZYRA_CLUSTER,data,121046884,121054906,24210179,60458631,10000,,,,,,10000,201521.3,20,10000,72,debra,new,none,,8,1,,12.3718,2.47988,3121.71,,1521.3,,,,,,50563133 ,578753455 ,1487729 ,116338 ,0 ,,,,,,,"step1044.zyra.dsbench_hytm2_3path.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.72.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2_3path -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 20 -d 20 -rq 0 -rqsize 256 -nwork 72 -nrq 0 >> output.zyra.dsbench/step1044.zyra.dsbench_hytm2_3path.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.20.-d.20.-rq.0.-rqsize.256.-nwork.72.-nrq.0.-seqwidth.48.-trial.2.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1003,zyra,dsbench_hytm2_3path,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,108,-nrq,0,-seqwidth,48,-trial,0,-pinning,ZYRA_CLUSTER,data,65164859,65156100,13032095,130186269,10000,,,,,,10000,51083.95,5,10000,108,debra,new,none,,8,1,,7.95804,1.01888,2177.85,,1083.95,,,,,,339095799 ,1012318189 ,773402 ,33421 ,0 ,,,,,,,"step1003.zyra.dsbench_hytm2_3path.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.108.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2_3path -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 108 -nrq 0 >> output.zyra.dsbench/step1003.zyra.dsbench_hytm2_3path.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.108.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1450,zyra,dsbench_hytm2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,72,-nrq,0,-seqwidth,48,-trial,0,-pinning,ZYRA_CLUSTER,data,57229802,57250696,11448049,114350716,10000,,,,,,10000,51124.03,5,10000,72,debra,new,none,,8,1,,8.16568,0.789455,1661.02,,1124.03,,,,,,1142785860 ,143033782 ,707568 ,32079 ,0 ,,,,,,,"step1450.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.72.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 72 -nrq 0 >> output.zyra.dsbench/step1450.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.72.-nrq.0.-seqwidth.48.-trial.0.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
step1451,zyra,dsbench_hytm2,-t,10000,-mr,debra,-ma,new,-mp,none,-p,-k,10000,-i,5,-d,5,-rq,0,-rqsize,256,-nwork,72,-nrq,0,-seqwidth,48,-trial,1,-pinning,ZYRA_CLUSTER,data,57791930,57805059,11559698,115467048,10000,,,,,,10000,51094.13,5,10000,72,debra,new,none,,8,1,,8.14799,0.782631,1641.15,,1094.13,,,,,,1153942526 ,144103467 ,712677 ,31372 ,0 ,,,,,,,"step1451.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.72.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data","LD_PRELOAD=../lib/libjemalloc.so  time timeout 13 numactl --interleave=all ./zyra.dsbench_hytm2 -t 10000 -mr debra -ma new -mp none -p -k 10000 -i 5 -d 5 -rq 0 -rqsize 256 -nwork 72 -nrq 0 >> output.zyra.dsbench/step1451.zyra.dsbench_hytm2.-t.10000.-mr.debra.-ma.new.-mp.none.-p.-k.10000.-i.5.-d.5.-rq.0.-rqsize.256.-nwork.72.-nrq.0.-seqwidth.48.-trial.1.-pinning.ZYRA_CLUSTER.data 2>>output.zyra.dsbench/stderr.out",zyra
